ChangeDue,Discounts,Subtotal,GrandTotal,ExternalId
,,500,5,6221801
13,,2700,27,6221581
,,4000,40,6220778
,,4000,40,6219689
9.99,14.99,4500,30.01,6219019
10,,5000,50,6217841
,,500,5,6216522
,,4000,40,6213775
,,700,7,6211968
0.99,15.99,7500,59.01,6211744
,,1000,10,6210724
2,,1800,18,6209381
6.5,,1350,13.5,6209210
,,2500,25,6208928
,,2000,20,6208214
0.5,,6550,65.5,6206883
10,,1000,10,6206426
,,1000,10,6205092
13,,2700,27,6202270
15,,12500,125,6194854
10,,1000,10,6193481
,,1500,15,6192396
,,500,5,6190292
5,,3000,30,6173615
,,2200,22,6170192
10,,3000,30,6170070
,,1000,10,6164456
16.5,,6350,63.5,6162868
,,5600,56,6161825
3,,3200,32,6160953
,,2000,20,6160772
15,,2500,25,6159944
,,2000,20,6159574
,0.71,3071,30,6159502
5,,4500,45,6159178
2,,1800,18,6159069
3.99,9.99,5600,46.01,6158830
2,,1800,18,6150263
,,2200,22,
,19.98,16300,143.02,6148899
9.99,14.99,4500,30.01,6144390
,,1000,10,6139509
9,,3100,31,6139422
,,4000,40,6139046
,,1600,16,6138394
,,1200,12,6137600
,12.5,2500,12.5,6135931
3,5,11200,107,6135769
10,,1000,10,6135106
,,1500,15,6131793
10,9.9,19990,190,6126129
16.5,,10350,103.5,6125025
10,,5000,50,6123452
5,,7500,75,6123692
5,10,10500,95,6120928
7.99,9.99,8200,72.01,6118388
4,,1600,16,6116906
16,,6400,64,6116004
,,1500,15,6114957
,14.99,9500,80.01,6114884
,18,18000,162,6114236
,,2000,20,6109921
,,2500,25,6109526
14,9.63,9563,86,6109408
,,10207,102.07,6107125
10,,1000,10,6105770
6,,3400,34,6105609
10,,3000,30,6104189
15,,2500,25,6104077
,6.93,2093,14,6103669
,,1000,10,6100696
2,,1800,18,6100124
5,,7500,75,6099165
10,,1000,10,6092488
43.98,72.98,32900,256.02,6090354
1.5,,2850,28.5,6088071
,4.99,2999,25,6087662
,,,,
,5,2500,20,6086021
60,,4000,40,6085451
10,,5000,50,6085256
10,3.98,5398,50,6084705
7.5,,3250,32.5,6083413
,,2000,20,6081348
4,,3600,36,6079631
20,28.98,6898,40,6076553
2,,4300,43,6075604
2.5,,1750,17.5,6073921
,,4100,41,6073486
,,2000,20,6072403
20,,3000,30,6072250
5,,9500,95,6072345
,,500,5,6068496
28,,2200,22,6067259
,,500,5,6063378
,9.99,5000,40.01,6063021
,3.99,2900,25.01,6059198
10,,5000,50,6057897
,,6000,60,6056954
10,,5000,50,6056104
80,,2000,20,6051104
82.27,9.99,12772,117.73,6050919
,,5000,50,6042503
12,,3800,38,6041797
2.99,3.99,13100,127.01,6040422
8,,9200,92,6039417
6.5,,1350,13.5,6039094
3,,3200,32,6035957
12,,4800,48,6034926
,4,2400,20,6030476
,,4000,40,6030140
,,1000,10,6029876
,,2000,20,6027973
,,1000,10,6027369
10,,5000,50,6026467
17.99,26.99,10900,82.01,6026379
7.5,,3250,32.5,6022316
19.99,9.99,11000,100.01,6017775
15,,2500,25,6017429
,10,5000,40,6016477
,,1500,15,6013699
2,,1800,18,6013251
1,,9900,99,6009787
13,,8700,87,6007121
,,2500,25,6004635
,,3200,32,6004424
,,2500,25,6003770
8,,3200,32,6001406
,10,5000,40,5998887
75,,2500,25,5992826
,14.48,3248,18,5992648
,,3600,36,5992537
,14.99,4500,30.01,5991621
,,6500,65,5991636
,3.99,1400,10.01,5991080
1.99,9.99,10800,98.01,5990686
4,,1600,16,5982857
,,3600,36,5981926
13.5,,4650,46.5,5978726
,,26400,264,5978049
51.4,5.4,5400,48.6,5975890
,,1800,18,5974423
2,6.49,2449,18,5973968
,5,2500,20,5972450
13,,700,7,5971739
,,2500,25,5970027
14,,8600,86,5969668
9.99,9.99,5000,40.01,5965443
3,,2700,27,5963956
57,,4300,43,5962391
2,,1800,18,5961558
43,8.02,6502,57,5961413
1,,7900,79,5958435
2,,1800,18,5953626
4,,3600,36,5953238
15,,2500,25,5952880
8,,3200,32,5950531
,,1600,16,5947969
1.5,14,7750,63.5,5947441
15,,3500,35,5944427
,,4300,43,5942870
,,1000,10,5948487
,23.99,20400,180.01,5940991
,,2700,27,5940755
1.5,,1350,13.5,5935504
0.5,,1950,19.5,5934685
80,,2000,20,5933652
10,,5000,50,5932776
2,,1800,18,5932532
5,5,2000,15,5931798
,,500,5,5924780
,,500,5,5924285
3,,4200,42,5923339
1,,400,4,5922523
5,,1500,15,5922367
,16,7600,60,5922322
,,2000,20,5919710
10,,1000,10,5919118
2,,11800,118,5918780
10,,1000,10,5917792
10,,3000,30,5917284
,9.99,5000,40.01,5917204
82.98,28.98,14600,117.02,5916989
5,,500,5,5916440
,,2900,29,5916091
,4,2400,20,5912624
,,12000,120,5910843
2,,1800,18,5909172
,9.99,7000,60.01,5908984
,9.99,5000,40.01,5908380
2,,12800,128,5904172
14.99,3.99,2900,25.01,5903781
,,4300,43,5902425
18,,3200,32,5902421
3,,3700,37,5902147
2,,1800,18,5900689
15,,4500,45,5899450
,15,1700,2,5898961
,3.99,400,0.01,5897965
,,2500,25,5897628
,,2400,24,5897780
,25,5000,25,5896596
2,,1800,18,5894224
2,,1800,18,5893888
4,,1600,16,5893268
,,1000,10,5892648
10,,1000,10,5892631
,,2000,20,5887793
5,,3500,35,5886595
,,20000,200,5885557
1,,3900,39,5883228
,,2000,20,5882278
10,,3000,30,5878950
8,,2200,22,5877450
33,,6700,67,5877305
,,6000,60,5876371
7,,7300,73,5875789
47.99,15.99,4800,32.01,5872238
4,,1600,16,5871844
,,4000,40,5870020
10,,9000,90,5869542
2,,1800,18,5869274
1.5,,5350,53.5,5866878
4,,1600,16,5866362
,,12000,120,5865638
9,,3100,31,5865555
33.98,31.98,9600,64.02,5865365
35,,14500,145,5865148
30,,1000,10,5862791
1.71,,1829,18.29,5860785
10,,1000,10,5859842
0.5,,2950,29.5,5859446
,,5200,52,5850561
,,2800,28,5849280
2,,1800,18,5846354
,9.99,5000,40.01,5845883
4,,1600,16,5841212
1,,3400,34,5840406
4,,4100,41,5825634
,,4000,40,5824340
4,,4600,46,5822630
6,2,1600,14,5821628
,,2000,20,5821338
48,,5200,52,5821035
12,,4800,48,5820459
,,1000,10,5819296
32,,9300,93,5818940
5,,1500,15,5817289
50,,5000,50,5817112
50,,5000,50,5815602
20,,2000,20,5815457
,,5000,50,5812827
,,5000,50,5812275
2,,1800,18,5811052
33,,700,7,5810021
,4,1000,6,5802981
,,1000,10,5802692
,,4000,40,5802678
2,,2300,23,5801449
,,3000,30,5800263
,,500,5,5799298
,,5000,50,5799031
4,,3600,36,5798653
2,,1800,18,5795382
,,3000,30,5791412
5,,7500,75,5787472
,41.99,14200,100.01,5787128
,9.99,5000,40.01,5781309
49,,4100,41,5781633
41,,1900,19,5780953
10,,1000,10,5779825
2,,3800,38,5778692
30.99,15.99,8500,69.01,5776300
,,4000,40,5774399
10,,5000,50,5772753
12,,10800,108,5772152
35,,2500,25,5771487
10,,1000,10,5768423
10,,1000,10,5766163
1.5,,1350,13.5,5765626
2,2,3000,28,5764436
,,4000,40,5761822
0.14,,12086,120.86,5761901
,,2000,20,5760142
10,20,21000,190,5760023
,,1350,13.5,5758720
,9.99,5000,40.01,5757730
,,1800,18,5756854
,,2500,25,5752615
2,,1800,18,5752498
5,,1500,15,5747866
,,10450,104.5,5747415
5,,2500,25,5746766
50,,5000,50,5746617
10,,1000,10,5745576
,,5000,50,5745077
4,,4600,46,5744220
10,,3000,30,5744250
1,42,15100,109,
,,2000,20,5741488
,,20000,200,5740336
1.5,,2850,28.5,5736088
4.5,,3550,35.5,5731426
8,,3200,32,5730190
6.5,,1350,13.5,5729647
2,,1800,18,5728698
4,,1600,16,5726907
15,,1000,10,5724038
,,500,5,5722623
2,,2800,28,5722462
,,2000,20,5721730
4,,1600,16,5721132
15,,2500,25,5720570
7,,5300,53,5718959
,,1000,10,5717268
,,2100,21,5716001
,26.99,10100,74.01,5713539
,,2000,20,5711234
20,20,20000,180,5709256
,,2500,25,5708455
3,,5200,52,5705608
40,,1000,10,5705135
2,,1800,18,5704301
,9.99,7000,60.01,5703819
9.85,,1015,10.15,5703079
,,1600,16,5700735
80,3.99,2399,20,5699288
8,,3200,32,5698039
4.5,,10550,105.5,5698061
68,,3200,32,5696523
,,4000,40,5696119
,,1000,10,5692387
10,,5000,50,5691454
2,,1800,18,5686910
,25.02,3002,5,5684798
,165.07,17007,5,5684790
,,2,0.02,5684245
,,2400,24,5684172
,3,3000,27,5684157
,,5400,54,5682774
,3.99,2399,20,5681456
2,15,5300,38,5678894
15,,2500,25,5678510
,,2000,20,5676738
,22,5200,30,5684486
,9.99,10000,90.01,5675266
8,,5200,52,5671703
9,,8100,81,5668057
,57.97,16600,108.03,5666136
,9.99,5000,40.01,5665102
4,,4600,46,5661534
2.5,,1750,17.5,5659583
4.5,,11550,115.5,5658872
,,500,5,5656941
5,,1600,16,5656429
4,,1600,16,5654902
40,,6000,60,5653497
47.5,,15250,152.5,5649903
10,,5000,50,5646820
,,3200,32,5644907
10,,9000,90,5644637
6.5,,1350,13.5,5642614
,,20000,200,5684348
8,,1200,12,5638863
,,2000,20,5637179
,9.99,7500,65.01,5635568
2,,1800,18,5633812
32,,6800,68,5633651
15,,2500,25,5633443
1.5,,3850,38.5,5632271
,5,20640,201.4,5625800
15,,2500,25,5621954
,4.02,2402,20,5614948
10,,1000,10,5613247
,9.99,11000,100.01,5613216
,,1000,10,5612755
,,5200,52,5612547
10,,1000,10,5611711
,,5000,50,5611552
,,3000,30,5610240
,,3500,35,5609952
8,,3200,32,5609020
6,,5400,54,5605317
,,4300,43,5603053
,,1000,10,5601850
13,,4700,47,5600888
10,,1000,10,5600211
13,,6700,67,5600079
25,,15500,155,5599474
,,2000,20,5599085
2,,1800,18,5598863
5,,2500,25,5596287
,,2200,22,5594172
,,2500,25,5591887
,9.99,5000,40.01,5588545
,,1800,18,5587905
,,1500,15,5585490
19.49,9.99,29050,280.51,5585133
,9.99,5000,40.01,5584265
,,5000,50,5584000
,9.99,9000,80.01,5583316
44.5,,5550,55.5,5583062
,,1350,13.5,5582824
,20,2500,5,5582802
,,3400,34,5576057
,,9100,91,5574594
80,,2000,20,5572154
2,,1800,18,5570429
,,2000,20,5570209
8,,3200,32,5566956
,,1000,10,5565991
,,2000,20,5565772
,,5000,50,5564972
46,,5400,54,5563738
,,5400,54,5561298
10,,3000,30,5555086
,2,4002,38.02,5554722
,4,1900,15,5548901
,,4500,45,5548842
10,,1000,10,5544506
,,2500,25,5543648
4,,11600,116,5541980
,1.21,3121,30,5537178
,,9500,95,5536893
,2,2400,22,5533159
2,,1800,18,5533067
15,,4500,45,5532315
,9.99,5000,40.01,5530471
2,,1800,18,5529397
,,2500,25,5528355
14,,600,6,5522678
10,,3000,30,5522579
,,3500,35,5522295
,,1000,10,5522207
12,5,3300,28,5522312
,9.99,1000,0.01,5521647
14,,600,6,5519322
,,2000,20,5518206
,,1000,10,5518134
,,10000,100,5518013
19,,8100,81,5517809
,,3200,32,5516757
50,,1000,10,5515572
44,,600,6,5514930
21.5,,3850,38.5,5513563
,,2500,25,5512264
0.99,26.99,9100,64.01,5510750
58,,4200,42,5510254
,,2500,25,5509384
,,10000,100,5508299
2,,1800,18,5506908
2,,1800,18,5503400
5,,2500,25,5499688
,,2000,20,5499290
,,3000,30,5498984
,,6000,60,5495735
10,,1000,10,5495058
13,,2700,27,5493352
2,,2300,23,5484925
10,,5000,50,5483697
,9,1800,9,5482345
,9.99,5800,48.01,5481792
5,12,12700,115,5481383
5,,5500,55,5480163
,,5000,50,5479220
,3,500,2,5478703
,,1000,10,5478265
,,1500,15,5476791
10,,3000,30,5476212
,,500,5,5475960
,,3000,30,5475884
,,1000,10,5475682
,,2000,20,5471663
,,5500,55,5470780
5,,5500,55,5469567
2.5,22.5,10000,77.5,5468306
3.5,,1650,16.5,5467299
,9.99,1000,0.01,5466926
2,,1800,18,5466687
,21.43,22143,200,5466318
,,2000,20,5465457
,,5000,50,5464036
10,,5000,50,5463860
1.99,31.99,10000,68.01,5463693
16.5,,4350,43.5,5462871
,9.99,1000,0.01,5455130
2,,1800,18,5454376
30,,2000,20,5452360
2,,1800,18,5450438
,,2800,28,5447667
10,,5000,50,5446135
,,5000,50,5443623
2,,1800,18,5442960
,9.99,5000,40.01,5441499
,4.99,2500,20.01,5440327
,4.8,3200,27.2,5436712
5,,500,5,5435966
4,,1600,16,5435033
12.5,2.5,1000,7.5,5434215
,,2500,25,5433286
4,,3600,36,5432107
,,500,5,5429944
4,,9600,96,5429782
,,4850,48.5,5428044
,,2000,20,5422916
6,,8400,84,5422677
5,,3500,35,5421944
,,5000,50,5421561
38,,6200,62,5420920
7,,15300,153,5419874
0.99,26.99,10100,74.01,5416923
,,10000,100,5416364
,,12100,121,5415541
60,,4000,40,5412840
9.5,,7050,70.5,5410518
,,400,4,5409044
,,1000,10,5408698
,9.99,8000,70.01,5408611
2,5,4300,38,5407620
10,,1000,10,5404274
4,,5600,56,5404188
5,,6500,65,5404092
31,,1900,19,5401035
2,,6800,68,5400658
6.5,,6350,63.5,5399867
10,,5000,50,5399481
,,2000,20,5393219
,,2000,20,5391195
7,,1300,13,5389989
8.5,,9150,91.5,5384665
,,1300,13,5383322
7.99,15.99,4800,32.01,5382304
,10,2500,15,5383162
11,,2900,29,5381285
4,,3600,36,5380572
11,5,1400,9,5375268
6.84,9.99,14315,133.16,5376714
,,4000,40,5374102
6.5,,1350,13.5,5373820
9.5,,9050,90.5,5373730
,20,12000,100,5370652
3.8,1.8,1800,16.2,5370394
,,4000,40,5370035
,,4000,40,5367786
,1.99,1999,18,5365935
50,,5000,50,5364224
,,3000,30,5363263
5,,5500,55,5363598
,,9000,90,5361156
6,,9400,94,5360891
2,,5800,58,5359860
,,2500,25,5358870
35,,2500,25,5358832
12,,2800,28,5358325
1,1,1000,9,5357641
,,1000,10,5355652
,,2000,20,5355529
16,,2400,24,5352476
9.99,64.99,19500,130.01,5351760
9.99,14.99,4500,30.01,5350811
2,,1800,18,5347666
,19.99,6000,40.01,5347315
20,20,20000,180,5346418
,,1000,10,5346298
,,,,
15,,2500,25,5341990
9.99,9.99,10000,90.01,5340422
,,1000,10,5338680
7,,3300,33,5333608
9.99,9.99,6000,50.01,5326398
,,2500,25,5323576
2,,1800,18,5322975
13,,2700,27,5322548
,,4100,41,5321249
4.98,19.98,15500,135.02,5317630
,,5000,50,5314782
,,,,
5,,1500,15,5313714
15,,18500,185,5314035
0.61,,5939,59.39,5312869
,10,5000,40,5310387
,,3214,32.14,5309555
18,,3200,32,5305195
,,1000,10,5304813
14,,4600,46,5304407
5,,1500,15,5303183
,28,12800,100,5310221
75,,2500,25,5301646
5,,3500,35,5298839
,,3000,30,5298663
0.5,,19950,199.5,5298568
2,,1800,18,5297789
,,2500,25,5297211
,20,20000,180,5293857
2,18,3600,18,5293052
0.03,,7997,79.97,5292610
,,3000,30,5292266
,,1000,10,5290678
,,3000,30,5290428
,,15000,150,5287519
,9.99,7000,60.01,5284030
47,17,17000,153,5284579
,,2000,20,5283118
,,5000,50,5280944
,,5000,50,5280409
,,2000,20,5277899
,,2000,20,5274264
,,2500,25,5273850
,,2501,25.01,5273750
6.49,9.99,6350,53.51,5273483
2,,1800,18,5272108
,,3200,32,5270577
,,3000,30,5269642
,36.98,15500,118.02,5269655
15,,8500,85,5267972
,-3.6,24040,244,5267695
,,1600,16,5266142
,,4000,40,5265900
,2,600,4,5264287
,,2500,25,5264169
,,1000,10,5263498
15,,4500,45,5263256
,,1000,10,5263424
3,,10200,102,5257203
,,2500,25,5255752
2,,1800,18,5252799
,10,5000,40,5251573
,,3000,30,5246855
14.5,,4550,45.5,5246647
1,,1900,19,5246440
8,-3.6,6840,72,5244039
5,,3500,35,5239885
,,1800,18,5238005
10,,5000,50,5236477
6,,5400,54,5236206
,,1500,15,5234823
59.99,9.99,5000,40.01,5234606
,,3000,30,5234703
59.99,9.99,5000,40.01,5230724
,13,3100,18,5227918
,,2500,25,5226086
,,4600,46,5225859
,14.99,4500,30.01,5223925
8,60,19200,132,5222873
,9.99,5000,40.01,5220919
5,,500,5,5220064
,,2000,20,5219480
,,5000,50,5217995
,,1000,10,5217373
,,3000,30,5217239
2,,1800,18,5217119
44.43,,5557,55.57,5217048
,,500,5,5216171
,,5000,50,5216003
2,,800,8,5215140
28,,7200,72,5214995
,,3000,30,5213119
16,,6400,64,5212175
,,1800,18,5208953
10,,5000,50,
,,1000,10,5208231
,3.01,1801,15,5201525
,,1000,10,5201306
,,2500,25,
,,1800,18,5200152
,3.01,4801,45,5198149
75,,2500,25,
,37.5,7500,37.5,
,,2700,27,5193594
,,5000,50,5193427
,,3200,32,5189865
,,600,6,
,,2000,20,5186393
,,5000,50,
,,1000,10,5183738
,,1800,18,5183440
,,500,5,5181253
22,,1800,18,5180599
4,,3600,36,5176304
1.99,9.99,13800,128.01,5175175
5,5,16000,155,5173414
,9.99,7000,60.01,5170963
,9.99,11600,106.01,5170665
4,,3600,36,5170238
1,,3900,39,5170024
,4,900,5,5166994
,21.99,2200,0.01,
,9.99,1000,0.01,5149486
,,2000,20,5147871
,,2000,20,5147737
,,5000,50,5143472
,,2500,25,5142945
,10,5000,40,5141305
6.5,,1350,13.5,5140596
,,5000,50,5139778
15,,11500,115,5138103
,,12400,124,5136800
,8,1000,2,5135429
,-12.87,4713,60,5133952
,,1800,18,5132053
,9.99,1000,0.01,5125806
,,1500,15,5124994
,,2000,20,5122292
,,2000,20,5120526
4.5,28,18850,160.5,5117588
,,3500,35,5116735
5,,1500,15,5114787
3.99,15.99,8200,66.01,5113484
,,2000,20,5111066
,,600,6,5108055
,,3100,31,5107937
88.5,,11150,111.5,5104246
5,,1500,15,5103003
13,,700,7,5099527
,40,20000,160,5098656
5,,11500,115,5098674
4,,1600,16,5093710
,,3200,32,5092740
,,4200,42,5091177
6.5,9.97,6347,53.5,5090712
10.5,,6950,69.5,5087504
5,,5500,55,5085464
8,20,11200,92,5084780
,2,500,3,5084154
1.5,,3850,38.5,5083691
,,2000,20,5078422
,,500,5,5077147
16,20,26400,244,5076378
,,11000,110,5073884
,,2500,25,5073081
,3.86,4386,40,
,,1800,18,5068848
,,2000,20,5067278
17.64,,14236,142.36,5066157
,,8500,85,5065740
,,1000,10,5060530
55,,4500,45,5060341
,,4000,40,5059690
,3.99,4500,41.01,5054676
,,3000,30,5052545
,,600,6,5051906
,,600,6,5051835
20,,2000,20,5051684
25,,3500,35,5050736
,,2000,20,5049518
6.98,42.98,18600,143.02,5049160
,,2000,20,5048131
4,,600,6,5047346
6.5,,1350,13.5,5047200
16.5,,4350,43.5,5047049
2,,3800,38,5045708
15,,500,5,5046587
8,,3200,32,5045412
6.5,,1350,13.5,5041948
5,,1500,15,5041764
3,,3700,37,5041260
15,,2500,25,5038005
,,2400,24,5036919
,29.97,3000,0.03,5036576
,,1100,11,5035330
0.25,,8475,84.75,5034907
9.99,,15001,150.01,5032740
,2,4300,41,5031161
,,1600,16,5030355
,,3000,30,5029494
,9.99,5000,40.01,5026671
,,2800,28,5026882
,,11500,115,5025399
10,50,20000,150,5024274
5,,500,5,5021416
,,2500,25,5019649
3,,3700,37,5013664
,,2500,25,5011089
,,600,6,5010894
,15.99,4800,32.01,5010675
,,2000,20,5010449
14.5,,4550,45.5,5010149
10,,5000,50,5004733
1.5,,3850,38.5,5003487
2,,1800,18,5002537
15.49,55.99,26050,204.51,5001713
4.5,,6550,65.5,4997422
11.42,,2858,28.58,4994919
,,10000,100,4990590
,,2000,20,4986492
,,1000,10,4985005
15,,2500,25,4983552
8,,9200,92,4982395
,,5100,51,4980384
,,6414,64.14,4979689
,,11800,118,4977651
,,8000,80,4977150
,,4000,40,4970234
,,4000,40,4968299
,,3100,31,4968029
,,1000,10,4967678
14,,18600,186,4967502
1,,7400,74,4965146
,,1000,10,4963752
65,-2.86,3214,35,4963522
,,2000,20,4961503
1,,1900,19,4961182
,,600,6,4960213
,,2400,24,4960126
,,7000,70,4959484
,,4728,47.28,4959105
,18.4,16840,150,4959006
6.5,,1350,13.5,4957082
,,2000,20,4956055
,4,2400,20,4955933
14,,600,6,
,,2500,25,4943739
,,2000,20,4942499
3,3,10000,97,4940655
,,12200,122,4939956
9.99,9.99,5000,40.01,4934659
,,2500,25,
,14.99,10500,90.01,4932378
10,,1000,10,4930863
6,,3400,34,4930329
,,3600,36,4928721
,,2000,20,4927933
,,1000,10,4926420
10,,1000,10,4926180
15,,2500,25,4925817
40,,6000,60,4925519
4,,2100,21,4924057
5,,1500,15,4923001
,,4300,43,4922372
,,3500,35,4921698
5,,1500,15,4917435
,28,12800,100,4916019
,4.37,6437,60,4910503
,1,2000,19,4910231
2,,1800,18,4910131
,9.99,5000,40.01,4909885
,,2500,25,4904268
,,2500,25,4904151
1.5,,1350,13.5,4902445
30,,9000,90,4900154
,,500,5,4897798
16,,400,4,4897232
,,3500,35,4897189
10,,5000,50,
4.5,,4050,40.5,4894981
,,2500,25,4894927
14,,2600,26,4887572
,,1000,10,4884303
4,,2600,26,4884004
,4.99,3000,25.01,4883819
,,1500,15,4882397
,,1500,15,4882254
10,,3000,30,4881292
,,12600,126,4880945
,,500,5,4880765
15,,2500,25,4880611
,,6000,60,4879333
4,,1600,16,4875216
4,,1600,16,4874205
,,2000,20,4872055
2,,1800,18,4868390
,,8200,82,4868120
15,,2500,25,4867814
,,3700,37,4863506
,,1800,18,4861557
9,,9100,91,4860796
,,1000,10,4860395
5,,1500,15,4859884
4,,1600,16,4852758
,,2000,20,4852541
50,,5000,50,4852494
4,,3600,36,4851565
6,,3400,34,4851410
16,42,12600,84,
10,,3500,35,4849729
4,,1600,16,4849213
15,,2500,25,4844632
,,2500,25,4843894
5,,2000,20,4843047
10,,5000,50,4841937
,5,1000,5,4839175
3.35,,5665,56.65,4839004
,,5000,50,4835046
7.86,,3214,32.14,4834449
,,2000,20,4834234
,,1000,10,4834161
15,,4500,45,4834054
,,4000,40,4833836
,,2500,25,4832673
,,2000,20,4832505
15,,2500,25,4832174
2,,1800,18,4805533
13.42,,4658,46.58,4800685
,,4000,40,4799288
,,2000,20,4798056
,,2500,25,4797795
10.5,,8950,89.5,4796731
5,,1500,15,4786918
19,,3600,36,4785594
103.99,64.99,31100,246.01,4785452
17,,4300,43,4783505
30,,1000,10,4783229
5,,7500,75,4782872
,,10000,100,4781854
15,,2500,25,4781377
10,,5000,50,4780949
,5,1000,5,4776483
25.5,,17900,179,4776175
4,,5600,56,4774474
,,5000,50,4773267
43,,15700,157,4772897
1.5,,6350,63.5,4770584
,,2000,20,4767305
,,2500,25,4767160
25,,2500,25,4765634
3,,700,7,4760848
44,,1600,16,4760457
16,,26400,264,4759906
1,20,12400,104,4759446
10,,1000,10,4759140
,,2000,20,4752961
15,,6500,65,4749937
6.5,,3350,33.5,4748812
,,4000,40,4747273
14,,1800,18,4743497
2,,7800,78,4743115
7,2,1500,13,4743294
,19.98,10000,80.02,4742949
4,,600,6,4739498
10,,1000,10,4738949
,,4000,40,4738491
2,,3800,38,4728767
,,2500,25,4727056
,,2000,20,4726014
26.5,,7350,73.5,4721258
,,3800,38,4718952
20,,2500,25,4716832
40,,10000,100,4716168
10,,3100,31,4714095
15,,4500,45,4713633
5,,9500,95,4711395
2,,6800,68,4708851
,64.99,22500,160.01,4708354
15,,12500,125,4707138
,,5100,51,4702103
25,,2600,26,4697955
,,10000,100,4697483
,,9000,90,4696324
,,1500,15,4694484
5,,3500,35,4693232
,,1000,10,4691288
50,,5000,50,4684559
10,,1000,10,4684200
1,,9900,99,4684061
6,,7200,72,4681153
,,4000,40,4680625
44.5,,5550,55.5,4678960
,,9300,93,4678114
3,,2200,22,4677837
10,,4000,40,4675963
11,,900,9,
,,1000,10,4675067
,,4500,45,4671272
19.5,,4050,40.5,4670222
4,,3600,36,4665693
6,,5400,54,4665079
15,,2500,25,4664399
,,500,5,4662931
,,6500,65,4662769
,,2000,20,4661799
16.5,,8350,83.5,4661953
4,,11600,116,4661639
75,,2500,25,4659947
8,,3200,32,4659800
33,,6700,67,4659560
,,1500,15,4659504
21,,1900,19,4657739
50,,5000,50,4655517
3,,3700,37,4654833
,,13160,131.6,4653488
1,,1900,19,4652236
,,500,5,4648798
,,1000,10,4646207
,,1500,15,4646055
,,4100,41,4645247
,,6000,60,4645097
5,,1500,15,4643795
57,,4300,43,4643601
,,2000,20,4643049
3,,7700,77,4642895
3.5,2,3350,31.5,4642149
10,56,26600,210,4638299
19.99,19.99,10000,80.01,4636955
3,,3200,32,4636878
4,,3600,36,4632652
,,2000,20,4632272
8,,3200,32,4632113
,14.99,4500,30.01,4626878
,,2700,27,4626473
,,1000,10,4624931
,167.02,23702,70,
,,4000,40,
11.99,9.99,17800,168.01,4624384
,28,12800,100,
,,2500,25,4622429
,28,14500,117,4621356
25,,3500,35,4620585
,,2200,22,
6.49,9.99,6350,53.51,4618738
,,3000,30,4615513
10,,3000,30,4615231
,7.99,5800,50.01,
,,3000,30,4610150
,64.99,27100,206.01,4610155
,,10000,100,4609761
,,4000,40,4609101
,,500,5,
,,5000,50,4607316
,4.99,5500,50.01,
,5,5000,45,4601181
1,,11400,114,
,12,21200,200,
5,,1700,17,4597422
10,,5000,50,4597253
,,2000,20,4596803
,,2000,20,4596753
5,,3500,35,4596302
0.29,,20971,209.71,4591899
,,3200,32,4591459
8,,3200,32,4590598
6.5,,3350,33.5,4589767
75,,2500,25,4587849
7,22,5550,33.5,
,,1800,18,4585790
6.5,,1350,13.5,4584529
3,,3200,32,4580543
5.39,13.39,10800,94.61,
,9.99,5000,40.01,4579179
,24.99,5000,25.01,
4,,5000,50,
4,,1600,16,
1,,1900,19,4576688
2,,1800,18,4575534
3,,3700,37,4574198
,,500,5,4571705
16.59,9.99,15340,143.41,4571358
,,4000,40,4570772
,,1000,10,4570248
,,1000,10,4569721
2,,1800,18,4567567
,1.01,4101,40,4566881
0.5,,1350,13.5,4566396
23.59,7.99,8440,76.41,
3,,6700,67,
,,2600,26,4563140
,42.4,15740,115,
4,,1600,16,
,,1800,18,4558619
51,,4900,49,4558211
36,,6400,64,4556088
,7.98,1998,12,4555600
10,,1000,10,4554993
10,,1000,10,4552803
2.5,,1750,17.5,
4,,7600,76,4548463
,20,15000,130,4547899
,,6000,60,4547054
,,1000,10,4542419
10,,9000,90,4542073
,9.99,1000,0.01,4535588
1.5,,1850,18.5,4534526
,,4500,45,4534301
2.99,26.99,8400,57.01,
,,1000,10,4531155
62,,3800,38,4529037
,,2200,22,4528531
5,,500,5,
15.02,3.42,6840,64.98,4525817
2,,1800,18,4524928
5,,7500,75,4524781
,,6600,66,4521851
3,,3700,37,4521481
,,4000,40,
,,2000,20,
30,,2000,20,
5,,1500,15,4519022
15,,500,5,4518939
,52,15200,100,
4,,3600,36,4518313
2.5,,1750,17.5,4518098
,,2000,20,4517830
16,,6400,64,4516246
,,3000,30,4514539
,,2500,25,4513223
,,6000,60,4512976
,,1800,18,4508558
3,,3700,37,
,7.99,5614,48.15,
,,2000,20,4476009
,,5500,55,
1,,4400,44,
,7.99,5800,50.01,
,,2000,20,4470511
9.99,9.99,6000,50.01,
,7.99,2400,16.01,
,,2000,20,
,15,17200,157,4468193
,5,2500,20,
,,1600,16,4464603
,,2500,25,4462789
2.99,7.99,5500,47.01,
,7.99,6400,56.01,
,,1800,18,4455304
37,,6300,63,4452396
59,,4100,41,
5,,1500,15,4446895
10,,5000,50,4445828
6.79,50.79,22400,173.21,
6.5,,1350,13.5,4444022
4,,1600,16,4443847
10.99,7.99,5700,49.01,
,,2700,27,4442465
14,,14600,146,4442513
19,,6100,61,
,,2500,25,4441104
6.5,,1350,13.5,4439772
